identifier,path,comp_nm,img_prod_nm,div_l,div_m,volume,width,height,xmin,xmax,ymin,ymax,x_center,y_center,boundingbox_width,boundingbox_height,class
10001_0_s_11.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_11.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1105,1933,130,2867,0.5083668005354752,0.5015060240963856,0.2771084337349397,0.9159973226238286,0
10001_0_s_12.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_12.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1100,1941,125,2868,0.5088688085676037,0.5008366800535475,0.2814591700133869,0.9180053547523428,0
10001_0_s_13.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_13.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1099,1943,124,2871,0.5090361445783133,0.5011713520749665,0.2824631860776439,0.9193440428380188,0
10001_0_s_16.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_16.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1097,1924,122,2872,0.5055220883534136,0.501004016064257,0.2767737617135207,0.9203480589022758,0
10001_0_s_17.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_17.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1099,1920,122,2872,0.5051874163319946,0.501004016064257,0.2747657295850066,0.9203480589022758,0
10001_0_s_19.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_19.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1095,1921,122,2872,0.5046854082998661,0.501004016064257,0.2764390896921017,0.9203480589022758,0
10001_0_s_1.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_1.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1084,1909,128,2865,0.5008366800535475,0.5008366800535475,0.2761044176706827,0.9159973226238286,0
10001_0_s_20.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_20.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1092,1917,121,2873,0.5035140562248996,0.501004016064257,0.2761044176706827,0.9210174029451138,0
10001_0_s_21.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_21.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1092,1914,122,2871,0.5030120481927711,0.5008366800535475,0.2751004016064257,0.9200133868808568,0
10001_0_s_22.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_22.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1085,1910,125,2848,0.5011713520749665,0.4974899598393574,0.2761044176706827,0.9113119143239624,0
10001_0_s_23.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_23.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1082,1900,127,2847,0.4989959839357429,0.4976572958500669,0.2737617135207497,0.9103078982597056,0
10001_0_s_24.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_24.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1081,1906,127,2846,0.4998326639892905,0.4974899598393574,0.2761044176706827,0.9099732262382864,0
10001_0_s_2.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_2.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1085,1914,129,2868,0.5018406961178046,0.5015060240963856,0.2774431057563588,0.9166666666666666,0
10001_0_s_3.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_3.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1088,1917,131,2840,0.5028447121820616,0.4971552878179384,0.2774431057563588,0.9066265060240964,0
10001_0_s_4.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_4.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1090,1920,133,2837,0.5036813922356091,0.4969879518072289,0.2777777777777778,0.9049531459170014,0
10001_0_s_5.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_5.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1093,1919,133,2838,0.5040160642570282,0.4971552878179384,0.2764390896921017,0.9052878179384204,0
10001_0_s_6.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_6.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1091,1918,133,2839,0.5035140562248996,0.4973226238286479,0.2767737617135207,0.9056224899598394,0
10001_0_s_9.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_0_s_9.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1123,1943,130,2850,0.5130522088353414,0.4986613119143239,0.2744310575635877,0.9103078982597056,0
10001_30_s_10.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_10.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1052,2000,24,2905,0.5107095046854083,0.4901271753681392,0.3172690763052209,0.964190093708166,0
10001_30_s_12.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_12.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1055,1990,24,2909,0.5095381526104418,0.4907965194109772,0.3129183400267737,0.965528781793842,0
10001_30_s_13.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_13.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1055,1984,24,2911,0.5085341365461847,0.4911311914323962,0.3109103078982597,0.96619812583668,0
10001_30_s_14.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_14.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1052,1988,24,2915,0.5087014725568942,0.4918005354752343,0.3132530120481928,0.967536813922356,0
10001_30_s_15.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_15.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1045,1992,24,2915,0.5081994645247657,0.4918005354752343,0.3169344042838019,0.967536813922356,0
10001_30_s_17.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_17.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1033,1993,22,2911,0.5063587684069611,0.4907965194109772,0.321285140562249,0.966867469879518,0
10001_30_s_18.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_18.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1025,1990,22,2912,0.5045180722891566,0.4909638554216867,0.322958500669344,0.9672021419009372,0
10001_30_s_19.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_19.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1022,1991,20,2914,0.5041834002677377,0.4909638554216867,0.32429718875502,0.9685408299866132,0
10001_30_s_20.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_20.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1023,1990,20,2910,0.5041834002677377,0.4902945113788487,0.3236278447121821,0.9672021419009372,0
10001_30_s_21.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_21.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1032,1986,20,2906,0.5050200803212851,0.4896251673360107,0.3192771084337349,0.9658634538152612,0
10001_30_s_23.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_23.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1053,1982,19,2902,0.5078647925033467,0.4887884872824632,0.3109103078982597,0.964859437751004,0
10001_30_s_24.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_24.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1052,1980,19,2901,0.5073627844712182,0.4886211512717537,0.3105756358768406,0.964524765729585,0
10001_30_s_3.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_3.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1045,1987,19,2897,0.5073627844712182,0.4879518072289157,0.3152610441767068,0.963186077643909,0
10001_30_s_4.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_4.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1043,1991,18,2896,0.5076974564926372,0.4876171352074966,0.3172690763052209,0.963186077643909,0
10001_30_s_5.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_5.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1045,2000,18,2897,0.5095381526104418,0.4877844712182062,0.3196117804551539,0.963520749665328,0
10001_30_s_6.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_6.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1045,2007,19,2899,0.5107095046854083,0.4882864792503347,0.321954484605087,0.963855421686747,0
10001_30_s_7.jpg,/home/mmc/disk2/duck/cap/data/drink_RMBG/train/images_224/10001_30_s_7.jpg,광동제약,유어스광동어성초500ml,음료,기능성음료,500ML,2988,2988,1042,2010,20,2899,0.5107095046854083,0.4884538152610442,0.323962516733601,0.963520749665328,0
