identifier,path,comp_nm,img_prod_nm,div_l,div_m,volume,width,height,xmin,xmax,ymin,ymax,x_center,y_center,boundingbox_width,boundingbox_height,class
10060_0_s_1.jpg,/home/mmc/disk2/duck/cap/data/snack/train/images/10060_0_s_1.jpg,해태제과식품,해태포키블루베리41G,과자,비스킷,41G,2988,2988,839,2219,228,2760,0.5117135207496654,0.5,0.4618473895582329,0.8473895582329317,0
10060_0_s_10.jpg,/home/mmc/disk2/duck/cap/data/snack/train/images/10060_0_s_10.jpg,해태제과식품,해태포키블루베리41G,과자,비스킷,41G,2988,2988,916,2123,165,2889,0.5085341365461847,0.5110441767068273,0.4039491298527443,0.9116465863453816,0
10060_0_s_11.jpg,/home/mmc/disk2/duck/cap/data/snack/train/images/10060_0_s_11.jpg,해태제과식품,해태포키블루베리41G,과자,비스킷,41G,2988,2988,840,2204,182,2860,0.5093708165997323,0.5090361445783133,0.4564926372155288,0.8962516733601071,0
10060_0_s_12.jpg,/home/mmc/disk2/duck/cap/data/snack/train/images/10060_0_s_12.jpg,해태제과식품,해태포키블루베리41G,과자,비스킷,41G,2988,2988,812,2246,205,2822,0.5117135207496654,0.5065261044176707,0.4799196787148594,0.8758366800535475,0
10060_0_s_14.jpg,/home/mmc/disk2/duck/cap/data/snack/train/images/10060_0_s_14.jpg,해태제과식품,해태포키블루베리41G,과자,비스킷,41G,2988,2988,788,2204,177,2808,0.500669344042838,0.4994979919678715,0.4738955823293173,0.8805220883534136,0
10060_0_s_16.jpg,/home/mmc/disk2/duck/cap/data/snack/train/images/10060_0_s_16.jpg,해태제과식품,해태포키블루베리41G,과자,비스킷,41G,2988,2988,888,2147,141,2881,0.5078647925033467,0.5056894243641231,0.4213520749665328,0.9170013386880856,0
10060_0_s_17.jpg,/home/mmc/disk2/duck/cap/data/snack/train/images/10060_0_s_17.jpg,해태제과식품,해태포키블루베리41G,과자,비스킷,41G,2988,2988,997,2047,130,2901,0.5093708165997323,0.5071954484605087,0.3514056224899598,0.927376171352075,0
10060_0_s_18.jpg,/home/mmc/disk2/duck/cap/data/snack/train/images/10060_0_s_18.jpg,해태제과식품,해태포키블루베리41G,과자,비스킷,41G,2988,2988,1125,1905,123,2908,0.5070281124497992,0.5071954484605087,0.2610441767068273,0.9320615796519413,0
10060_0_s_19.jpg,/home/mmc/disk2/duck/cap/data/snack/train/images/10060_0_s_19.jpg,해태제과식품,해태포키블루베리41G,과자,비스킷,41G,2988,2988,1269,1732,123,2903,0.5021753681392236,0.5063587684069611,0.1549531459170013,0.930388219544846,0
10060_0_s_2.jpg,/home/mmc/disk2/duck/cap/data/snack/train/images/10060_0_s_2.jpg,해태제과식품,해태포키블루베리41G,과자,비스킷,41G,2988,2988,830,2214,206,2764,0.5093708165997323,0.4969879518072289,0.4631860776439089,0.856091030789826,0
