identifier,path,comp_nm,img_prod_nm,div_l,div_m,volume,width,height,xmin,xmax,ymin,ymax,x_center,y_center,boundingbox_width,boundingbox_height,class
10101_0_s_11.jpg,/home/mmc/disk2/duck/cap/data/noodle/train/images/10101_0_s_11.jpg,농심,농심오징어짬뽕컵67G,면류,용기면,67G,2988,2988,424,2637,234,2830,0.5122155287817939,0.5127175368139224,0.7406291834002677,0.8688085676037484,0
10101_0_s_12.jpg,/home/mmc/disk2/duck/cap/data/noodle/train/images/10101_0_s_12.jpg,농심,농심오징어짬뽕컵67G,면류,용기면,67G,2988,2988,423,2644,244,2832,0.5132195448460509,0.5147255689424364,0.7433065595716198,0.8661311914323963,0
10101_0_s_13.jpg,/home/mmc/disk2/duck/cap/data/noodle/train/images/10101_0_s_13.jpg,농심,농심오징어짬뽕컵67G,면류,용기면,67G,2988,2988,436,2645,250,2835,0.5155622489959839,0.5162315930388219,0.7392904953145917,0.8651271753681392,0
10101_0_s_14.jpg,/home/mmc/disk2/duck/cap/data/noodle/train/images/10101_0_s_14.jpg,농심,농심오징어짬뽕컵67G,면류,용기면,67G,2988,2988,425,2638,253,2840,0.5125502008032129,0.517570281124498,0.7406291834002677,0.8657965194109772,0
10101_0_s_15.jpg,/home/mmc/disk2/duck/cap/data/noodle/train/images/10101_0_s_15.jpg,농심,농심오징어짬뽕컵67G,면류,용기면,67G,2988,2988,428,2671,250,2839,0.518574297188755,0.51690093708166,0.750669344042838,0.8664658634538153,0
10101_0_s_16.jpg,/home/mmc/disk2/duck/cap/data/noodle/train/images/10101_0_s_16.jpg,농심,농심오징어짬뽕컵67G,면류,용기면,67G,2988,2988,410,2665,249,2842,0.5145582329317269,0.517235609103079,0.7546854082998661,0.8678045515394913,0
10101_0_s_17.jpg,/home/mmc/disk2/duck/cap/data/noodle/train/images/10101_0_s_17.jpg,농심,농심오징어짬뽕컵67G,면류,용기면,67G,2988,2988,398,2629,246,2841,0.5065261044176707,0.516566265060241,0.7466532797858099,0.8684738955823293,0
10101_0_s_18.jpg,/home/mmc/disk2/duck/cap/data/noodle/train/images/10101_0_s_18.jpg,농심,농심오징어짬뽕컵67G,면류,용기면,67G,2988,2988,392,2635,245,2842,0.5065261044176707,0.516566265060241,0.750669344042838,0.8691432396251674,0
10101_0_s_19.jpg,/home/mmc/disk2/duck/cap/data/noodle/train/images/10101_0_s_19.jpg,농심,농심오징어짬뽕컵67G,면류,용기면,67G,2988,2988,376,2598,247,2842,0.4976572958500669,0.51690093708166,0.7436412315930389,0.8684738955823293,0
10101_0_s_1.jpg,/home/mmc/disk2/duck/cap/data/noodle/train/images/10101_0_s_1.jpg,농심,농심오징어짬뽕컵67G,면류,용기면,67G,2988,2988,325,2547,253,2830,0.4805890227576974,0.5158969210174029,0.7436412315930389,0.8624497991967871,0
10101_0_s_20.jpg,/home/mmc/disk2/duck/cap/data/noodle/train/images/10101_0_s_20.jpg,농심,농심오징어짬뽕컵67G,면류,용기면,67G,2988,2988,362,2580,245,2840,0.4923025435073628,0.5162315930388219,0.7423025435073628,0.8684738955823293,0
10101_0_s_21.jpg,/home/mmc/disk2/duck/cap/data/noodle/train/images/10101_0_s_21.jpg,농심,농심오징어짬뽕컵67G,면류,용기면,67G,2988,2988,347,2590,246,2836,0.4914658634538152,0.5157295850066934,0.750669344042838,0.8668005354752343,0
10101_0_s_23.jpg,/home/mmc/disk2/duck/cap/data/noodle/train/images/10101_0_s_23.jpg,농심,농심오징어짬뽕컵67G,면류,용기면,67G,2988,2988,331,2542,250,2833,0.4807563587684069,0.5158969210174029,0.7399598393574297,0.8644578313253012,0
10101_0_s_24.jpg,/home/mmc/disk2/duck/cap/data/noodle/train/images/10101_0_s_24.jpg,농심,농심오징어짬뽕컵67G,면류,용기면,67G,2988,2988,323,2551,252,2835,0.4809236947791164,0.516566265060241,0.7456492637215528,0.8644578313253012,0
